mol_id,mol_name,mol_url,target_name,target_id,drugbank_id
MOL002573,β-patchoulene,https://tcmsp-e.com/molecule.php?qn=2573,Muscarinic acetylcholine receptor M3,16,51
MOL002573,β-patchoulene,https://tcmsp-e.com/molecule.php?qn=2573,Prostaglandin G/H synthase 2,94,290
MOL002573,β-patchoulene,https://tcmsp-e.com/molecule.php?qn=2573,Gamma-aminobutyric acid receptor subunit alpha-1,309,872
MOL002573,β-patchoulene,https://tcmsp-e.com/molecule.php?qn=2573,Nuclear receptor coactivator 2,3276,6241
MOL002573,β-patchoulene,https://tcmsp-e.com/molecule.php?qn=2573,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423
MOL002573,β-patchoulene,https://tcmsp-e.com/molecule.php?qn=2573,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Prostaglandin G/H synthase 1,6,20
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Androgen receptor,48,146
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Prostaglandin G/H synthase 2,94,290
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Heat shock protein HSP 90,444,1939
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,mRNA of PKA Catalytic Subunit C-alpha,699,6263
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Dipeptidyl peptidase IV,332,952
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Trypsin-1,2928,3176
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Nuclear receptor coactivator 2,3276,6241
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Nuclear receptor coactivator 1,3279,6228
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Calmodulin,3907,465
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Transcription factor p65,4565,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,RAC-alpha serine/threonine-protein kinase,4490,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Vascular endothelial growth factor A,740,183
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Apoptosis regulator Bcl-2,86,273
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Proto-oncogene c-Fos,4478,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Apoptosis regulator BAX,4033,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Matrix metalloproteinase-9,4334,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Caspase-3,4087,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Cellular tumor antigen p53,646,5788
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Hypoxia-inducible factor 1-alpha,4263,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Fos-related antigen 1,4211,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Fos-related antigen 2,4212,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Cell division control protein 2 homolog,431,1771
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,G2/mitotic-specific cyclin-B1,4219,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Myeloperoxidase,428,1757
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Aryl hydrocarbon receptor,3204,6220
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Insulin-like growth factor II,4279,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Cytochrome c,3611,1507
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,"Arachidonate 12-lipoxygenase, 12S-type",4629,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,"Nuclear factor of activated T-cells, cytoplasmic 1",4399,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Tudor domain-containing protein 7,4582,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Egl nine homolog 1,3433,3960
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,NADPH oxidase 5,4381,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,"Fatty acid-binding protein, epidermal",4200,N/A
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,Apolipoprotein D,4032,N/A
MOL002737,scutellarein,https://tcmsp-e.com/molecule.php?qn=2737,Prostaglandin G/H synthase 1,6,20
MOL002737,scutellarein,https://tcmsp-e.com/molecule.php?qn=2737,Androgen receptor,48,146
MOL002737,scutellarein,https://tcmsp-e.com/molecule.php?qn=2737,Prostaglandin G/H synthase 2,94,290
MOL002737,scutellarein,https://tcmsp-e.com/molecule.php?qn=2737,Heat shock protein HSP 90,444,1939
MOL002737,scutellarein,https://tcmsp-e.com/molecule.php?qn=2737,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404
MOL002737,scutellarein,https://tcmsp-e.com/molecule.php?qn=2737,mRNA of PKA Catalytic Subunit C-alpha,699,6263
MOL002737,scutellarein,https://tcmsp-e.com/molecule.php?qn=2737,Trypsin-1,2928,3176
MOL002737,scutellarein,https://tcmsp-e.com/molecule.php?qn=2737,Nuclear receptor coactivator 2,3276,6241
MOL002737,scutellarein,https://tcmsp-e.com/molecule.php?qn=2737,Vascular endothelial growth factor A,740,183
MOL002909,"5,7,2,5-tetrahydroxy-8,6-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2909,"Nitric oxide synthase, inducible",3,7
MOL002909,"5,7,2,5-tetrahydroxy-8,6-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2909,Thrombin,17,54
MOL002909,"5,7,2,5-tetrahydroxy-8,6-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2909,Androgen receptor,48,146
MOL002909,"5,7,2,5-tetrahydroxy-8,6-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2909,Coagulation factor Xa,79,239
MOL002909,"5,7,2,5-tetrahydroxy-8,6-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2909,Prostaglandin G/H synthase 2,94,290
MOL002909,"5,7,2,5-tetrahydroxy-8,6-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2909,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",229,687
MOL002909,"5,7,2,5-tetrahydroxy-8,6-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2909,DNA topoisomerase II,287,817
MOL002909,"5,7,2,5-tetrahydroxy-8,6-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2909,Dipeptidyl peptidase IV,332,952
MOL002909,"5,7,2,5-tetrahydroxy-8,6-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2909,"Glycogen phosphorylase, muscle form",350,1152
MOL002909,"5,7,2,5-tetrahydroxy-8,6-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2909,Heat shock protein HSP 90,444,1939
MOL002909,"5,7,2,5-tetrahydroxy-8,6-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2909,Trypsin-1,2928,3176
MOL002909,"5,7,2,5-tetrahydroxy-8,6-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2909,Nuclear receptor coactivator 2,3276,6241
MOL002909,"5,7,2,5-tetrahydroxy-8,6-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2909,Calcium-activated potassium channel subunit alpha 1,3727,610
MOL002910,Carthamidin,https://tcmsp-e.com/molecule.php?qn=2910,Prostaglandin G/H synthase 1,6,20
MOL002910,Carthamidin,https://tcmsp-e.com/molecule.php?qn=2910,Prostaglandin G/H synthase 2,94,290
MOL002910,Carthamidin,https://tcmsp-e.com/molecule.php?qn=2910,Heat shock protein HSP 90,444,1939
MOL002910,Carthamidin,https://tcmsp-e.com/molecule.php?qn=2910,mRNA of PKA Catalytic Subunit C-alpha,699,6263
MOL002912,Dihydrobaicalin,https://tcmsp-e.com/molecule.php?qn=2912,Coagulation factor Xa,79,239
MOL002913,Dihydrobaicalin_qt,https://tcmsp-e.com/molecule.php?qn=2913,Prostaglandin G/H synthase 1,6,20
MOL002913,Dihydrobaicalin_qt,https://tcmsp-e.com/molecule.php?qn=2913,Prostaglandin G/H synthase 2,94,290
MOL002913,Dihydrobaicalin_qt,https://tcmsp-e.com/molecule.php?qn=2913,Heat shock protein HSP 90,444,1939
MOL002913,Dihydrobaicalin_qt,https://tcmsp-e.com/molecule.php?qn=2913,mRNA of PKA Catalytic Subunit C-alpha,699,6263
MOL002914,Eriodyctiol (flavanone),https://tcmsp-e.com/molecule.php?qn=2914,Prostaglandin G/H synthase 1,6,20
MOL002914,Eriodyctiol (flavanone),https://tcmsp-e.com/molecule.php?qn=2914,Prostaglandin G/H synthase 2,94,290
MOL002914,Eriodyctiol (flavanone),https://tcmsp-e.com/molecule.php?qn=2914,Heat shock protein HSP 90,444,1939
MOL002914,Eriodyctiol (flavanone),https://tcmsp-e.com/molecule.php?qn=2914,mRNA of PKA Catalytic Subunit C-alpha,699,6263
MOL002914,Eriodyctiol (flavanone),https://tcmsp-e.com/molecule.php?qn=2914,Nuclear receptor coactivator 2,3276,6241
MOL002914,Eriodyctiol (flavanone),https://tcmsp-e.com/molecule.php?qn=2914,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404
MOL002914,Eriodyctiol (flavanone),https://tcmsp-e.com/molecule.php?qn=2914,"Glycogen phosphorylase, muscle form",350,1152
MOL002914,Eriodyctiol (flavanone),https://tcmsp-e.com/molecule.php?qn=2914,Calmodulin,3907,465
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,"Nitric oxide synthase, inducible",3,7
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Prostaglandin G/H synthase 1,6,20
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Thrombin,17,54
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Sodium channel protein type 5 subunit alpha,70,220
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Coagulation factor Xa,79,239
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Prostaglandin G/H synthase 2,94,290
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,"Nitric-oxide synthase, endothelial",95,291
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Retinoic acid receptor RXR-alpha,158,459
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Acetylcholinesterase,165,474
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Alpha-1B adrenergic receptor,216,632
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Beta-2 adrenergic receptor,261,766
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Dipeptidyl peptidase IV,332,952
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Heat shock protein HSP 90,444,1939
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Ig gamma-1 chain C region,1201,4785
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Trypsin-1,2928,3176
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Nuclear receptor coactivator 2,3276,6241
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Calmodulin,3907,465
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,Coagulation factor VII,123,369
MOL002916,"2-(2,6-dihydroxyphenyl)-3,5,7-trihydroxy-chromone",https://tcmsp-e.com/molecule.php?qn=2916,"Nitric oxide synthase, inducible",3,7
MOL002916,"2-(2,6-dihydroxyphenyl)-3,5,7-trihydroxy-chromone",https://tcmsp-e.com/molecule.php?qn=2916,Prostaglandin G/H synthase 1,6,20
MOL002916,"2-(2,6-dihydroxyphenyl)-3,5,7-trihydroxy-chromone",https://tcmsp-e.com/molecule.php?qn=2916,Androgen receptor,48,146
MOL002916,"2-(2,6-dihydroxyphenyl)-3,5,7-trihydroxy-chromone",https://tcmsp-e.com/molecule.php?qn=2916,Peroxisome proliferator activated receptor gamma,78,238
MOL002916,"2-(2,6-dihydroxyphenyl)-3,5,7-trihydroxy-chromone",https://tcmsp-e.com/molecule.php?qn=2916,Prostaglandin G/H synthase 2,94,290
MOL002916,"2-(2,6-dihydroxyphenyl)-3,5,7-trihydroxy-chromone",https://tcmsp-e.com/molecule.php?qn=2916,Heat shock protein HSP 90,444,1939
MOL002916,"2-(2,6-dihydroxyphenyl)-3,5,7-trihydroxy-chromone",https://tcmsp-e.com/molecule.php?qn=2916,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,"Nitric oxide synthase, inducible",3,7
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,Prostaglandin G/H synthase 1,6,20
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,Androgen receptor,48,146
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,Sodium channel protein type 5 subunit alpha,70,220
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,Coagulation factor Xa,79,239
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,Prostaglandin G/H synthase 2,94,290
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,DNA topoisomerase II,287,817
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,Estrogen receptor beta,307,869
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,Dipeptidyl peptidase IV,332,952
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,Heat shock protein HSP 90,444,1939
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,Cell division protein kinase 2,482,2240
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,Serine/threonine-protein kinase Chk1,647,5790
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,Trypsin-1,2928,3176
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,Nuclear receptor coactivator 2,3276,6241
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,Calmodulin,3907,465
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,Calcium-activated potassium channel subunit alpha 1,3727,610
MOL002918,Ganhuangenin,https://tcmsp-e.com/molecule.php?qn=2918,"Nitric oxide synthase, inducible",3,7
MOL002918,Ganhuangenin,https://tcmsp-e.com/molecule.php?qn=2918,Thrombin,17,54
MOL002918,Ganhuangenin,https://tcmsp-e.com/molecule.php?qn=2918,Androgen receptor,48,146
MOL002918,Ganhuangenin,https://tcmsp-e.com/molecule.php?qn=2918,Coagulation factor Xa,79,239
MOL002918,Ganhuangenin,https://tcmsp-e.com/molecule.php?qn=2918,Prostaglandin G/H synthase 2,94,290
MOL002918,Ganhuangenin,https://tcmsp-e.com/molecule.php?qn=2918,Coagulation factor VII,123,369
MOL002918,Ganhuangenin,https://tcmsp-e.com/molecule.php?qn=2918,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",229,687
MOL002918,Ganhuangenin,https://tcmsp-e.com/molecule.php?qn=2918,DNA topoisomerase II,287,817
MOL002918,Ganhuangenin,https://tcmsp-e.com/molecule.php?qn=2918,Estrogen receptor beta,307,869
MOL002918,Ganhuangenin,https://tcmsp-e.com/molecule.php?qn=2918,Dipeptidyl peptidase IV,332,952
MOL002918,Ganhuangenin,https://tcmsp-e.com/molecule.php?qn=2918,Trypsin-1,2928,3176
MOL002918,Ganhuangenin,https://tcmsp-e.com/molecule.php?qn=2918,Calcium-activated potassium channel subunit alpha 1,3727,610
MOL002919,Viscidulin III,https://tcmsp-e.com/molecule.php?qn=2919,"Nitric oxide synthase, inducible",3,7
MOL002919,Viscidulin III,https://tcmsp-e.com/molecule.php?qn=2919,Thrombin,17,54
MOL002919,Viscidulin III,https://tcmsp-e.com/molecule.php?qn=2919,Androgen receptor,48,146
MOL002919,Viscidulin III,https://tcmsp-e.com/molecule.php?qn=2919,Sodium channel protein type 5 subunit alpha,70,220
MOL002919,Viscidulin III,https://tcmsp-e.com/molecule.php?qn=2919,Coagulation factor Xa,79,239
MOL002919,Viscidulin III,https://tcmsp-e.com/molecule.php?qn=2919,Prostaglandin G/H synthase 2,94,290
MOL002919,Viscidulin III,https://tcmsp-e.com/molecule.php?qn=2919,Coagulation factor VII,123,369
MOL002919,Viscidulin III,https://tcmsp-e.com/molecule.php?qn=2919,DNA topoisomerase II,287,817
MOL002919,Viscidulin III,https://tcmsp-e.com/molecule.php?qn=2919,Dipeptidyl peptidase IV,332,952
MOL002919,Viscidulin III,https://tcmsp-e.com/molecule.php?qn=2919,Heat shock protein HSP 90,444,1939
MOL002919,Viscidulin III,https://tcmsp-e.com/molecule.php?qn=2919,Trypsin-1,2928,3176
MOL002919,Viscidulin III,https://tcmsp-e.com/molecule.php?qn=2919,Nuclear receptor coactivator 2,3276,6241
MOL002919,Viscidulin III,https://tcmsp-e.com/molecule.php?qn=2919,Calmodulin,3907,465
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,Prostaglandin G/H synthase 1,6,20
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,Muscarinic acetylcholine receptor M1,38,103
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,Prostaglandin G/H synthase 2,94,290
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,Retinoic acid receptor RXR-alpha,158,459
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,Sodium-dependent noradrenaline transporter,186,540
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,Gamma-aminobutyric acid receptor subunit alpha-1,309,872
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,Amine oxidase [flavin-containing] B,565,3939
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,Nuclear receptor coactivator 2,3276,6241
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,Muscarinic acetylcholine receptor M3,16,51
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,5-hydroxytryptamine 2A receptor,175,502
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,Alpha-1B adrenergic receptor,216,632
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,Beta-2 adrenergic receptor,261,766
MOL000169,alpha-Guaiene,https://tcmsp-e.com/molecule.php?qn=169,Sodium-dependent serotonin transporter,290,824
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Prostaglandin G/H synthase 1,6,20
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Beta-1 adrenergic receptor,63,193
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Prostaglandin G/H synthase 2,94,290
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Alpha-2A adrenergic receptor,105,318
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Alpha-2C adrenergic receptor,126,378
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Sodium-dependent noradrenaline transporter,186,540
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Alpha-1A adrenergic receptor,191,556
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Alpha-2B adrenergic receptor,214,629
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Sodium-dependent dopamine transporter,239,713
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Beta-2 adrenergic receptor,261,766
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Beta-lactamase,499,2478
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Amine oxidase [flavin-containing] B,565,3939
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Amine oxidase [flavin-containing] A,566,3941
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Lysozyme,1172,2300
MOL002922,5-(2-hydroxyethyl)-2-methoxyphenol,https://tcmsp-e.com/molecule.php?qn=2922,Muscarinic acetylcholine receptor M1,38,103
MOL002923,darendoside B,https://tcmsp-e.com/molecule.php?qn=2923,Thrombin,17,54
MOL002924,darendoside B_qt,https://tcmsp-e.com/molecule.php?qn=2924,"Nitric oxide synthase, inducible",3,7
MOL002924,darendoside B_qt,https://tcmsp-e.com/molecule.php?qn=2924,Thrombin,17,54
MOL002924,darendoside B_qt,https://tcmsp-e.com/molecule.php?qn=2924,Estrogen receptor,46,136
MOL002924,darendoside B_qt,https://tcmsp-e.com/molecule.php?qn=2924,Prostaglandin G/H synthase 2,94,290
MOL002924,darendoside B_qt,https://tcmsp-e.com/molecule.php?qn=2924,Dipeptidyl peptidase IV,332,952
MOL002924,darendoside B_qt,https://tcmsp-e.com/molecule.php?qn=2924,Cell division protein kinase 2,482,2240
MOL002924,darendoside B_qt,https://tcmsp-e.com/molecule.php?qn=2924,Beta-lactamase,499,2478
MOL002925,"5,7,2',6'-Tetrahydroxyflavone",https://tcmsp-e.com/molecule.php?qn=2925,Prostaglandin G/H synthase 1,6,20
MOL002925,"5,7,2',6'-Tetrahydroxyflavone",https://tcmsp-e.com/molecule.php?qn=2925,Androgen receptor,48,146
MOL002925,"5,7,2',6'-Tetrahydroxyflavone",https://tcmsp-e.com/molecule.php?qn=2925,Prostaglandin G/H synthase 2,94,290
MOL002925,"5,7,2',6'-Tetrahydroxyflavone",https://tcmsp-e.com/molecule.php?qn=2925,Dipeptidyl peptidase IV,332,952
MOL002925,"5,7,2',6'-Tetrahydroxyflavone",https://tcmsp-e.com/molecule.php?qn=2925,Heat shock protein HSP 90,444,1939
MOL002925,"5,7,2',6'-Tetrahydroxyflavone",https://tcmsp-e.com/molecule.php?qn=2925,mRNA of PKA Catalytic Subunit C-alpha,699,6263
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,"Nitric oxide synthase, inducible",3,7
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Prostaglandin G/H synthase 1,6,20
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Thrombin,17,54
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Potassium voltage-gated channel subfamily H member 2,37,101
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Androgen receptor,48,146
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Sodium channel protein type 5 subunit alpha,70,220
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Coagulation factor Xa,79,239
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Prostaglandin G/H synthase 2,94,290
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,"Nitric-oxide synthase, endothelial",95,291
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Coagulation factor VII,123,369
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Vascular endothelial growth factor receptor 2,139,407
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Voltage-dependent calcium channel subunit alpha-2/delta-1,259,762
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,DNA topoisomerase II,287,817
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Dipeptidyl peptidase IV,332,952
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Heat shock protein HSP 90,444,1939
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Ig gamma-1 chain C region,1201,4785
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Trypsin-1,2928,3176
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Nuclear receptor coactivator 2,3276,6241
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Nuclear receptor coactivator 1,3279,6228
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Calcium-activated potassium channel subunit alpha 1,3727,610
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,Calmodulin,3907,465
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,"Nitric oxide synthase, inducible",3,7
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Prostaglandin G/H synthase 1,6,20
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Androgen receptor,48,146
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,Sodium channel protein type 5 subunit alpha,70,220
