Herb,Ingredient Name,PubChem ID,Gene ID,Gene Name,Score
고삼,apigenin,5280443,3717,JAK2,known target in HIT
고삼,apigenin,5280443,3320,HSP90AA1,known target in HERB
고삼,apigenin,5280443,6774,STAT3,known target in HERB
고삼,apigenin,5280443,8292,COLQ,known target in HERB
고삼,apigenin,5280443,7040,TGFB1,known target in HERB
고삼,apigenin,5280443,7124,TNF,known target in HIT
고삼,apigenin,5280443,6615,SNAI1,known target in HIT
고삼,apigenin,5280443,8795,TNFRSF10B,known target in HIT
고삼,apigenin,5280443,5465,PPARA,known target in HIT
고삼,apigenin,5280443,2353,FOS,known target in HIT
고삼,apigenin,5280443,1576,CYP3A4,known target in text mining
고삼,apigenin,5280443,7852,CXCR4,known target in HIT
고삼,apigenin,5280443,248,ALPI,known target in HIT
고삼,apigenin,5280443,3569,IL6,known target in HIT
고삼,apigenin,5280443,3690,ITGB3,0.84
고삼,apigenin,5280443,4891,SLC11A2,0.84
고삼,apigenin,5280443,101,ADAM8,0.82
고삼,apigenin,5280443,93380,MMGT1,0.82
고삼,apigenin,5280443,1545,CYP1B1,0.8
고삼,apigenin,5280443,2103,ESRRB,0.8
고삼,apigenin,5280443,2101,ESRRA,0.8
황금,nothosmyrnol,5314067,778,CACNA1F,0.84
황금,nothosmyrnol,5314067,785,CACNB4,0.84
황금,nothosmyrnol,5314067,775,CACNA1C,0.84
황금,nothosmyrnol,5314067,779,CACNA1S,0.84
황금,nothosmyrnol,5314067,1787,TRDMT1,0.84
황금,nothosmyrnol,5314067,784,CACNB3,0.84
황금,nothosmyrnol,5314067,3356,HTR2A,0.84
황금,nothosmyrnol,5314067,3358,HTR2C,0.84
황금,nothosmyrnol,5314067,783,CACNB2,0.84
황금,nothosmyrnol,5314067,776,CACNA1D,0.84
황금,nothosmyrnol,5314067,5141,PDE4A,0.84
황금,nothosmyrnol,5314067,773,CACNA1A,0.84
황금,nothosmyrnol,5314067,3360,HTR4,0.84
황금,nothosmyrnol,5314067,782,CACNB1,0.84
황금,nothosmyrnol,5314067,3357,HTR2B,0.84
황금,nothosmyrnol,5314067,1719,DHFR,0.84
황금,nothosmyrnol,5314067,8600,TNFSF11,0.82
황금,nothosmyrnol,5314067,8913,CACNA1G,0.82
지모,palmitic acid,985,55937,APOM,known target in HIT
지모,palmitic acid,985,3906,LALBA,known target in DrugBank
지모,palmitic acid,985,3552,IL1A,known target in HIT
지모,palmitic acid,985,6010,RHO,known target in DrugBank
지모,palmitic acid,985,5538,PPT1,known target in DrugBank
지모,palmitic acid,985,3416,IDE,known target in HIT
지모,palmitic acid,985,5047,PAEP,known target in DrugBank
지모,palmitic acid,985,116236,ABHD15,known target in HIT
지모,palmitic acid,985,200186,CRTC2,known target in HIT
지모,palmitic acid,985,27095,TRAPPC3,known target in DrugBank
지모,palmitic acid,985,7534,YWHAZ,known target in HIT
지모,palmitic acid,985,3174,HNF4G,known target in DrugBank
지모,palmitic acid,985,3586,IL10,known target in HIT
지모,palmitic acid,985,7124,TNF,known target in HIT
지모,palmitic acid,985,5465,PPARA,known target in DrugBank
지모,palmitic acid,985,2980,GUCA2A,known target in HIT
지모,palmitic acid,985,1558,CYP2C8,known target in DrugBank
지모,palmitic acid,985,7097,TLR2,known target in HIT
지모,palmitic acid,985,5375,PMP2,known target in DrugBank
지모,palmitic acid,985,5728,PTEN,known target in HIT
지모,palmitic acid,985,596,BCL2,known target in HIT
지모,palmitic acid,985,1559,CYP2C9,0.99
지모,palmitic acid,985,1562,CYP2C18,0.99
지모,palmitic acid,985,1557,CYP2C19,0.99
지모,palmitic acid,985,3172,HNF4A,0.98
지모,palmitic acid,985,646486,FABP12,0.98
지모,palmitic acid,985,100128327,TRAPPC3L,0.98
지모,palmitic acid,985,2167,FABP4,0.98
지모,palmitic acid,985,646480,FABP9,0.98
지모,palmitic acid,985,5467,PPARD,0.98
지모,palmitic acid,985,2170,FABP3,0.98
지모,palmitic acid,985,23643,LY96,0.97
지모,palmitic acid,985,26279,PLA2G2D,0.97
지모,palmitic acid,985,7299,TYR,0.97
지모,palmitic acid,985,6716,SRD5A2,0.97
지모,palmitic acid,985,128,ADH5,0.97
지모,palmitic acid,985,7436,VLDLR,0.97
지모,palmitic acid,985,5320,PLA2G2A,0.97
지모,palmitic acid,985,6718,AKR1D1,0.97
지모,palmitic acid,985,733,C8G,0.97
지모,palmitic acid,985,7099,TLR4,0.97
황련,epiberberine,160876,5452,POU2F2,known target in text mining
황련,epiberberine,160876,6580,SLC22A1,known target in text mining
황련,epiberberine,160876,332,BIRC5,0.89
황금,BZQ,3102,5594,MAPK1,known target in HIT
황금,BZQ,3102,4056,LTC4S,known target in HIT
황금,BZQ,3102,5609,MAP2K7,known target in HIT
황금,BZQ,3102,1585,CYP11B2,0.84
황금,BZQ,3102,5743,PTGS2,0.84
황금,BZQ,3102,1584,CYP11B1,0.84
황금,BZQ,3102,5740,PTGIS,0.84
황금,BZQ,3102,5742,PTGS1,0.84
황금,BZQ,3102,8913,CACNA1G,0.84
황금,BZQ,3102,79001,VKORC1,0.84
황금,BZQ,3102,8912,CACNA1H,0.82
황금,BZQ,3102,154807,VKORC1L1,0.82
황금,BZQ,3102,776,CACNA1D,0.82
황금,BZQ,3102,6532,SLC6A4,0.82
황금,DBP,3026,6514,SLC2A2,known target in HIT
황금,DBP,3026,4609,MYC,known target in HIT
황금,DBP,3026,3091,HIF1A,known target in HIT
황금,DBP,3026,9970,NR1I3,known target in HIT
황금,DBP,3026,637,BID,known target in HIT
황금,DBP,3026,3630,INS,known target in HIT
황금,DBP,3026,836,CASP3,known target in HIT
황금,DBP,3026,2492,FSHR,known target in HIT
황금,DBP,3026,596,BCL2,known target in HIT
황금,DBP,3026,1586,CYP17A1,known target in HIT
황금,DBP,3026,2100,ESR2,known target in HIT
황금,DBP,3026,7442,TRPV1,known target in HIT
황금,DBP,3026,2099,ESR1,known target in HIT
황금,DBP,3026,207,AKT1,known target in HIT
황금,DBP,3026,7431,VIM,known target in HIT
황금,DBP,3026,1583,CYP11A1,known target in HIT
황금,DBP,3026,5594,MAPK1,known target in HIT
황금,DBP,3026,5595,MAPK3,known target in HIT
황금,DBP,3026,196,AHR,known target in HIT
황금,DBP,3026,9254,CACNA2D2,0.84
황금,DBP,3026,8912,CACNA1H,0.84
황금,DBP,3026,3294,HSD17B2,0.84
황금,DBP,3026,93589,CACNA2D4,0.84
황금,DBP,3026,3767,KCNJ11,0.84
황금,DBP,3026,3770,KCNJ14,0.84
황금,DBP,3026,783,CACNB2,0.84
황금,DBP,3026,776,CACNA1D,0.84
황금,DBP,3026,3768,KCNJ12,0.84
황금,DBP,3026,100134444,KCNJ18,0.84
황금,DBP,3026,486,FXYD2,0.84
황금,DBP,3026,43,ACHE,0.84
황금,DBP,3026,778,CACNA1F,0.84
황금,DBP,3026,59285,CACNG6,0.84
황금,DBP,3026,338442,HCAR2,0.84
황금,DBP,3026,3766,KCNJ10,0.84
황금,DBP,3026,786,CACNG1,0.84
황금,DBP,3026,10369,CACNG2,0.84
황금,DBP,3026,27092,CACNG4,0.84
황금,DBP,3026,480,ATP1A4,0.84
황금,"5,7,2'-trihydroxyflavone",5322064,3690,ITGB3,0.84
황금,"5,7,2'-trihydroxyflavone",5322064,4891,SLC11A2,0.84
황금,"5,7,2'-trihydroxyflavone",5322064,93380,MMGT1,0.82
황금,"5,7,2'-trihydroxyflavone",5322064,101,ADAM8,0.82
황금,"5,7,2'-trihydroxyflavone",5322064,1545,CYP1B1,0.8
황금,"5,7,2'-trihydroxyflavone",5322064,2103,ESRRB,0.8
황금,"5,7,2'-trihydroxyflavone",5322064,2101,ESRRA,0.8
황금,(S)-Matsutake alcohol,2724898,778,CACNA1F,0.84
황금,(S)-Matsutake alcohol,2724898,26253,CLEC4E,0.84
황금,(S)-Matsutake alcohol,2724898,10368,CACNG3,0.84
황금,(S)-Matsutake alcohol,2724898,6256,RXRA,0.84
황금,(S)-Matsutake alcohol,2724898,9254,CACNA2D2,0.84
황금,(S)-Matsutake alcohol,2724898,8912,CACNA1H,0.84
황금,(S)-Matsutake alcohol,2724898,59285,CACNG6,0.84
황금,(S)-Matsutake alcohol,2724898,785,CACNB4,0.84
황금,(S)-Matsutake alcohol,2724898,55799,CACNA2D3,0.84
황금,(S)-Matsutake alcohol,2724898,6095,RORA,0.84
황금,(S)-Matsutake alcohol,2724898,786,CACNG1,0.84
황금,(S)-Matsutake alcohol,2724898,775,CACNA1C,0.84
황금,(S)-Matsutake alcohol,2724898,59284,CACNG7,0.84
황금,(S)-Matsutake alcohol,2724898,779,CACNA1S,0.84
황금,(S)-Matsutake alcohol,2724898,10369,CACNG2,0.84
황금,(S)-Matsutake alcohol,2724898,27092,CACNG4,0.84
황금,(S)-Matsutake alcohol,2724898,93589,CACNA2D4,0.84
황금,(S)-Matsutake alcohol,2724898,7421,VDR,0.84
황금,(S)-Matsutake alcohol,2724898,27091,CACNG5,0.84
황금,(S)-Matsutake alcohol,2724898,784,CACNB3,0.84
황금,Baicalin,64982,836,CASP3,known target in HERB
황금,Baicalin,64982,11067,C10orf10,known target in HERB
황금,Baicalin,64982,7299,TYR,known target in HIT
황금,Baicalin,64982,1432,MAPK14,known target in text mining
황금,Baicalin,64982,3553,IL1B,known target in HIT
황금,Baicalin,64982,23028,KDM1A,known target in HIT
황금,Baicalin,64982,240,ALOX5,known target in HIT
황금,Baicalin,64982,1543,CYP1A1,known target in text mining
황금,Baicalin,64982,5610,EIF2AK2,known target in text mining
황금,Baicalin,64982,6337,SCNN1A,known target in HIT
황금,Baicalin,64982,4790,NFKB1,known target in text mining
황금,Baicalin,64982,5290,PIK3CA,known target in text mining
황금,Baicalin,64982,1431,CS,known target in text mining
황금,Baicalin,64982,7099,TLR4,known target in HIT
황금,Baicalin,64982,22882,ZHX2,known target in HERB
황금,Baicalin,64982,6647,SOD1,known target in HIT
황금,Baicalin,64982,207,AKT1,known target in HERB
황금,Baicalin,64982,5468,PPARG,known target in HIT
황금,Baicalin,64982,3558,IL2,known target in text mining
황금,Baicalin,64982,842,CASP9,known target in HERB
황금,Baicalin,64982,80201,HKDC1,known target in text mining
황금,Baicalin,64982,4088,SMAD3,known target in HIT
황금,Baicalin,64982,5743,PTGS2,known target in text mining
황금,Baicalin,64982,4087,SMAD2,known target in HIT
황금,Baicalin,64982,1544,CYP1A2,known target in HIT
황금,Baicalin,64982,64127,NOD2,known target in HIT
황금,Baicalin,64982,2932,GSK3B,known target in HIT
황금,Baicalin,64982,4982,TNFRSF11B,known target in HIT
황금,Baicalin,64982,5594,MAPK1,known target in HERB
황금,Baicalin,64982,2168,FABP1,known target in HIT
황금,Baicalin,64982,4318,MMP9,known target in HIT
황금,Baicalin,64982,54658,UGT1A1,known target in text mining
황금,Baicalin,64982,1574,CYP3A,known target in HIT
황금,Baicalin,64982,55384,MEG3,known target in HIT
황금,Baicalin,64982,50964,SOST,known target in HIT
황금,Baicalin,64982,2335,FN1,known target in HIT
황금,Baicalin,64982,10062,NR1H3,known target in HIT
황금,Baicalin,64982,56339,METTL3,known target in text mining
황금,Baicalin,64982,135,ADORA2A,known target in HIT
황금,Baicalin,64982,581,BAX,known target in HIT
황금,Baicalin,64982,3717,JAK2,known target in HIT
황금,Baicalin,64982,596,BCL2,known target in HIT
황금,Baicalin,64982,6774,STAT3,known target in HIT
황금,Baicalin,64982,818,CAMK2G,known target in HIT
황금,Baicalin,64982,7124,TNF,known target in HIT
황금,Baicalin,64982,50943,FOXP3,known target in HIT
황금,Baicalin,64982,7040,TGFB1,known target in text mining
황금,Baicalin,64982,5609,MAP2K7,known target in HERB
황금,Baicalin,64982,2908,NR3C1,known target in HIT
황금,Baicalin,64982,2990,GUSB,known target in HIT
황금,Baicalin,64982,2247,FGF2,known target in text mining
황금,Baicalin,64982,4758,NEU1,known target in HIT
황금,Baicalin,64982,1956,EGFR,known target in text mining
황금,Baicalin,64982,22943,DKK1,known target in HIT
황금,Baicalin,64982,7097,TLR2,known target in HIT
황금,Baicalin,64982,3569,IL6,known target in HIT
황금,Baicalin,64982,3605,IL17A,known target in HIT
황금,Baicalin,64982,1029,CDKN2A,known target in HERB
황금,Baicalin,64982,196,AHR,0.89
황금,Baicalin,64982,8644,AKR1C3,0.8
황금,Baicalin,64982,873,CBR1,0.8
황금,Baicalin,64982,367,AR,0.8
황금,"2"",3,5,6"",7-Pentahydroxyflavanone",71307292,,,
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,7124,TNF,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,4318,MMP9,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,2623,GATA1,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,5359,PLSCR1,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,1019,CDK4,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,7186,TRAF2,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,7431,VIM,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,1026,CDKN1A,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,7422,VEGFA,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,595,CCND1,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,890,CCNA2,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,4609,MYC,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,3708,ITPR1,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,4313,MMP2,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,4790,NFKB1,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,6608,SMO,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,7291,TWIST1,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,1017,CDK2,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,9618,TRAF4,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,2735,GLI1,known target in HERB
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,8644,AKR1C3,0.8
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,873,CBR1,0.8
황금,Wogonoside (Wogonin 7-O-glucuronide),12004622,196,AHR,0.8
황련,Moupinamide,5280537,11331,PHB2,0.84
황련,Moupinamide,5280537,7442,TRPV1,0.84
황련,Moupinamide,5280537,5245,PHB,0.82
황련,Moupinamide,5280537,4987,OPRL1,0.82
황련,Moupinamide,5280537,4544,MTNR1B,0.8
황련,Moupinamide,5280537,3358,HTR2C,0.8
황련,Moupinamide,5280537,4543,MTNR1A,0.8
황백,palmatine,19009,1576,CYP3A4,known target in text mining
황백,palmatine,19009,1571,CYP2E1,known target in text mining
황백,palmatine,19009,7054,TH,known target in HIT
황백,palmatine,19009,332,BIRC5,0.89
황백,palmatine,19009,5153,PDE1B,0.84
황백,palmatine,19009,5142,PDE4B,0.84
황백,palmatine,19009,10846,PDE10A,0.84
황백,palmatine,19009,5144,PDE4D,0.84
황백,palmatine,19009,8654,PDE5A,0.84
황백,palmatine,19009,5140,PDE3B,0.84
황백,palmatine,19009,5139,PDE3A,0.82
황백,Magnograndiolide,5319198,196,AHR,0.8
고삼,quercetin,5280343,2548,GAA,known target in HIT
고삼,quercetin,5280343,7295,TXN,known target in HIT
고삼,quercetin,5280343,959,CD40LG,known target in HIT
고삼,quercetin,5280343,6347,CCL2,known target in HIT
고삼,quercetin,5280343,3949,LDLR,known target in HIT
고삼,quercetin,5280343,200959,GABRR3,known target in HIT
고삼,quercetin,5280343,1950,EGF,known target in HIT
고삼,quercetin,5280343,6590,SLPI,known target in HIT
고삼,quercetin,5280343,891,CCNB1,known target in HIT
고삼,quercetin,5280343,5578,PRKCA,known target in HIT
고삼,quercetin,5280343,5327,PLAT,known target in HIT
고삼,quercetin,5280343,1543,CYP1A1,known target in HIT
고삼,quercetin,5280343,5290,PIK3CA,known target in text mining
고삼,quercetin,5280343,1364,CLDN4,known target in HIT
고삼,quercetin,5280343,1312,COMT,known target in HIT
고삼,quercetin,5280343,3558,IL2,known target in HIT
고삼,quercetin,5280343,842,CASP9,known target in HIT
고삼,quercetin,5280343,4170,MCL1,known target in HIT
고삼,quercetin,5280343,9212,AURKB,known target in HIT
고삼,quercetin,5280343,5447,POR,known target in HIT
고삼,quercetin,5280343,5444,PON1,known target in HIT
고삼,quercetin,5280343,8312,AXIN1,known target in HIT
고삼,quercetin,5280343,2932,GSK3B,known target in HIT
고삼,quercetin,5280343,5054,SERPINE1,known target in HIT
고삼,quercetin,5280343,3315,HSPB1,known target in HIT
고삼,quercetin,5280343,1870,E2F2,known target in HIT
고삼,quercetin,5280343,3795,KHK,known target in HIT
고삼,quercetin,5280343,23373,CRTC1,known target in HIT
고삼,quercetin,5280343,3178,HNRNPA1,known target in HIT
고삼,quercetin,5280343,4729,NDUFV2,known target in HIT
고삼,quercetin,5280343,80331,DNAJC5,known target in HIT
고삼,quercetin,5280343,1958,EGR1,known target in HIT
고삼,quercetin,5280343,5562,PRKAA1,known target in HIT
고삼,quercetin,5280343,1392,CRH,known target in HIT
고삼,quercetin,5280343,7082,TJP1,known target in HIT
고삼,quercetin,5280343,7057,THBS1,known target in HIT
고삼,quercetin,5280343,3725,JUN,known target in HIT
고삼,quercetin,5280343,4609,MYC,known target in HIT
고삼,quercetin,5280343,4313,MMP2,known target in HIT
고삼,quercetin,5280343,348,APOE,known target in HIT
고삼,quercetin,5280343,1509,CTSD,known target in HIT
고삼,quercetin,5280343,79888,LPCAT1,known target in TTD
고삼,quercetin,5280343,627,BDNF,known target in HIT
고삼,quercetin,5280343,1558,CYP2C8,known target in HIT
고삼,quercetin,5280343,2194,FASN,known target in HIT
고삼,quercetin,5280343,9100,USP10,known target in HIT
고삼,quercetin,5280343,2002,ELK1,known target in HIT
고삼,quercetin,5280343,1374,CPT1A,known target in text mining
고삼,quercetin,5280343,847,CAT,known target in HIT
고삼,quercetin,5280343,283871,PGP,known target in HIT
고삼,quercetin,5280343,3091,HIF1A,known target in HIT
고삼,quercetin,5280343,367,AR,known target in HIT
고삼,quercetin,5280343,9970,NR1I3,known target in HIT
고삼,quercetin,5280343,4217,MAP3K5,known target in HIT
고삼,quercetin,5280343,43,ACHE,known target in HIT
고삼,quercetin,5280343,1029,CDKN2A,known target in HIT
고삼,quercetin,5280343,3659,IRF1,known target in HIT
고삼,quercetin,5280343,7498,XDH,known target in HIT
고삼,quercetin,5280343,5599,MAPK8,known target in HIT
고삼,quercetin,5280343,7122,CLDN5,known target in HIT
고삼,quercetin,5280343,6517,SLC2A4,known target in HIT
고삼,quercetin,5280343,1728,NQO1,known target in HIT
고삼,quercetin,5280343,4360,MRC1,known target in text mining
고삼,quercetin,5280343,5894,RAF1,known target in HIT
고삼,quercetin,5280343,1147,CHUK,known target in HIT
고삼,quercetin,5280343,29126,CD274,known target in text mining
고삼,quercetin,5280343,598,BCL2L1,known target in HIT
고삼,quercetin,5280343,4353,MPO,known target in HIT
고삼,quercetin,5280343,3162,HMOX1,known target in HIT
고삼,quercetin,5280343,595,CCND1,known target in HIT
고삼,quercetin,5280343,999,CDH1,known target in HIT
고삼,quercetin,5280343,5328,PLAU,known target in HIT
고삼,quercetin,5280343,10628,TXNIP,known target in HIT
고삼,quercetin,5280343,841,CASP8,known target in HIT
고삼,quercetin,5280343,1401,CRP,known target in HIT
고삼,quercetin,5280343,5970,RELA,known target in HIT
고삼,quercetin,5280343,1277,COL1A1,known target in HIT
고삼,quercetin,5280343,3956,LGALS1,known target in text mining
고삼,quercetin,5280343,3586,IL10,known target in HIT
고삼,quercetin,5280343,1571,CYP2E1,known target in HIT
고삼,quercetin,5280343,6622,SNCA,known target in text mining
고삼,quercetin,5280343,7421,VDR,known target in HIT
고삼,quercetin,5280343,3627,CXCL10,known target in HIT
고삼,quercetin,5280343,3308,HSPA4,known target in HIT
고삼,quercetin,5280343,5579,PRKCB,known target in HIT
고삼,quercetin,5280343,6772,STAT1,known target in HIT
고삼,quercetin,5280343,2710,GK,known target in HIT
고삼,quercetin,5280343,4824,NKX3-1,known target in HIT
고삼,quercetin,5280343,4204,MECP2,known target in HIT
고삼,quercetin,5280343,2950,GSTP1,known target in HIT
고삼,quercetin,5280343,3383,ICAM1,known target in HIT
고삼,quercetin,5280343,1440,CSF3,known target in text mining
고삼,quercetin,5280343,5728,PTEN,known target in HIT
고삼,quercetin,5280343,5806,PTX3,known target in HIT
고삼,quercetin,5280343,5781,PTPN11,known target in HIT
고삼,quercetin,5280343,8313,AXIN2,known target in HIT
고삼,quercetin,5280343,581,BAX,known target in HIT
고삼,quercetin,5280343,5742,PTGS1,known target in HIT
고삼,quercetin,5280343,2065,ERBB3,known target in HIT
고삼,quercetin,5280343,1385,CREB1,known target in HIT
고삼,quercetin,5280343,2946,GSTM2,known target in HIT
고삼,quercetin,5280343,7384,UQCRC1,known target in HIT
고삼,quercetin,5280343,2353,FOS,known target in HIT
고삼,quercetin,5280343,4803,NGF,known target in HIT
고삼,quercetin,5280343,1576,CYP3A4,known target in HIT
고삼,quercetin,5280343,1051,CEBPB,known target in HIT
고삼,quercetin,5280343,3569,IL6,known target in HIT
고삼,quercetin,5280343,7494,XBP1,known target in HIT
고삼,quercetin,5280343,59272,ACE2,known target in text mining
고삼,quercetin,5280343,3605,IL17A,known target in HIT
고삼,quercetin,5280343,4780,NFE2L2,known target in HIT
고삼,quercetin,5280343,836,CASP3,known target in HIT
고삼,quercetin,5280343,942,CD86,known target in text mining
고삼,quercetin,5280343,1026,CDKN1A,known target in HIT
고삼,quercetin,5280343,3552,IL1A,known target in HIT
고삼,quercetin,5280343,1432,MAPK14,known target in HIT
고삼,quercetin,5280343,2152,F3,known target in HIT
고삼,quercetin,5280343,1499,CTNNB1,known target in HIT
고삼,quercetin,5280343,7448,VTN,known target in text mining
고삼,quercetin,5280343,10595,ERN2,known target in HIT
고삼,quercetin,5280343,4790,NFKB1,known target in HIT
고삼,quercetin,5280343,1545,CYP1B1,known target in HIT
고삼,quercetin,5280343,2147,F2,known target in HIT
고삼,quercetin,5280343,468,ATF4,known target in HIT
고삼,quercetin,5280343,9963,SLC23A1,known target in HIT
고삼,quercetin,5280343,6401,SELE,known target in HIT
고삼,quercetin,5280343,3309,HSPA5,known target in HIT
고삼,quercetin,5280343,7190,HSP90B2P,known target in HIT
고삼,quercetin,5280343,857,CAV1,known target in HIT
고삼,quercetin,5280343,100130535,VIM2P,known target in HIT
고삼,quercetin,5280343,672,BRCA1,known target in HIT
고삼,quercetin,5280343,7422,VEGFA,known target in HIT
고삼,quercetin,5280343,4953,ODC1,known target in HIT
고삼,quercetin,5280343,983,CDK1,known target in HIT
고삼,quercetin,5280343,51176,LEF1,known target in HIT
고삼,quercetin,5280343,54600,UGT1A9,known target in HIT
고삼,quercetin,5280343,3576,CXCL8,known target in HIT
고삼,quercetin,5280343,2185,PTK2B,known target in HIT
고삼,quercetin,5280343,7412,VCAM1,known target in HIT
고삼,quercetin,5280343,11200,CHEK2,known target in HIT
고삼,quercetin,5280343,8061,FOSL1,known target in HIT
고삼,quercetin,5280343,8856,NR1I2,known target in HIT
고삼,quercetin,5280343,5563,PRKAA2,known target in HIT
고삼,quercetin,5280343,860,RUNX2,known target in HIT
고삼,quercetin,5280343,9429,ABCG2,known target in HIT
고삼,quercetin,5280343,9520,NPEPPS,known target in HIT
고삼,quercetin,5280343,6319,SCD,known target in HIT
고삼,quercetin,5280343,10062,NR1H3,known target in HIT
고삼,quercetin,5280343,54659,UGT1A3,known target in text mining
고삼,quercetin,5280343,650,BMP2,known target in HIT
고삼,quercetin,5280343,6696,SPP1,known target in HIT
고삼,quercetin,5280343,5925,RB1,known target in HIT
고삼,quercetin,5280343,84329,HVCN1,known target in HIT
고삼,quercetin,5280343,653361,NCF1,known target in HIT
고삼,quercetin,5280343,596,BCL2,known target in HIT
고삼,quercetin,5280343,51085,MLXIPL,known target in HIT
고삼,quercetin,5280343,9370,ADIPOQ,known target in HIT
고삼,quercetin,5280343,4846,NOS3,known target in HIT
고삼,quercetin,5280343,1956,EGFR,known target in HIT
고삼,quercetin,5280343,3643,INSR,known target in HIT
고삼,quercetin,5280343,4792,NFKBIA,known target in HIT
고삼,quercetin,5280343,3099,HK2,known target in HIT
고삼,quercetin,5280343,6566,SLC16A1,known target in HIT
고삼,quercetin,5280343,4843,NOS2,known target in HIT
고삼,quercetin,5280343,114548,NLRP3,known target in HIT
고삼,quercetin,5280343,2475,MTOR,known target in HIT
고삼,quercetin,5280343,54947,LPCAT2,known target in TTD
고삼,quercetin,5280343,6513,SLC2A1,known target in HIT
고삼,quercetin,5280343,7157,TP53,known target in HIT
고삼,quercetin,5280343,3297,HSF1,known target in HIT
고삼,quercetin,5280343,2064,ERBB2,known target in HIT
고삼,quercetin,5280343,7299,TYR,known target in HIT
고삼,quercetin,5280343,3553,IL1B,known target in HIT
고삼,quercetin,5280343,4067,LYN,known target in HIT
고삼,quercetin,5280343,23028,KDM1A,known target in HIT
고삼,quercetin,5280343,4586,MUC5AC,known target in HIT
고삼,quercetin,5280343,4899,NRF1,known target in HIT
고삼,quercetin,5280343,3486,IGFBP3,known target in HIT
고삼,quercetin,5280343,3458,IFNG,known target in HIT
고삼,quercetin,5280343,23411,SIRT1,known target in HIT
고삼,quercetin,5280343,142,PARP1,known target in HIT
고삼,quercetin,5280343,207,AKT1,known target in HIT
고삼,quercetin,5280343,4312,MMP1,known target in HIT
고삼,quercetin,5280343,7431,VIM,known target in HIT
고삼,quercetin,5280343,5743,PTGS2,known target in HIT
고삼,quercetin,5280343,2645,GCK,known target in HIT
고삼,quercetin,5280343,1544,CYP1A2,known target in HIT
고삼,quercetin,5280343,4128,MAOA,known target in HIT
고삼,quercetin,5280343,5594,MAPK1,known target in HIT
고삼,quercetin,5280343,19,ABCA1,known target in HIT
고삼,quercetin,5280343,54658,UGT1A1,known target in text mining
고삼,quercetin,5280343,4318,MMP9,known target in HIT
고삼,quercetin,5280343,6783,SULT1E1,known target in HIT
고삼,quercetin,5280343,11186,RASSF1,known target in HIT
고삼,quercetin,5280343,2920,CXCL2,known target in HIT
고삼,quercetin,5280343,7153,TOP2A,known target in HIT
고삼,quercetin,5280343,5580,PRKCD,known target in HIT
고삼,quercetin,5280343,3717,JAK2,known target in HIT
고삼,quercetin,5280343,3320,HSP90AA1,known target in HIT
고삼,quercetin,5280343,2944,GSTM1,known target in HIT
고삼,quercetin,5280343,6774,STAT3,known target in HIT
고삼,quercetin,5280343,7150,TOP1,known target in HIT
고삼,quercetin,5280343,5025,P2RX4,known target in HIT
고삼,quercetin,5280343,7124,TNF,known target in HIT
고삼,quercetin,5280343,7040,TGFB1,known target in HIT
고삼,quercetin,5280343,29110,TBK1,known target in text mining
고삼,quercetin,5280343,8795,TNFRSF10B,known target in HIT
고삼,quercetin,5280343,5465,PPARA,known target in HIT
고삼,quercetin,5280343,1437,CSF2,known target in text mining
고삼,quercetin,5280343,5291,PIK3CB,known target in HIT
고삼,quercetin,5280343,5595,MAPK3,known target in HIT
고삼,quercetin,5280343,1557,CYP2C19,known target in HIT
고삼,quercetin,5280343,1869,E2F1,known target in HIT
고삼,quercetin,5280343,1965,EIF2S1,known target in HIT
고삼,quercetin,5280343,196,AHR,known target in HIT
고삼,quercetin,5280343,2101,ESRRA,0.96
고삼,quercetin,5280343,2103,ESRRB,0.96
황련,matsutake alcohol,18827,778,CACNA1F,0.84
황련,matsutake alcohol,18827,26253,CLEC4E,0.84
